dict_size: 17809
#############################
maximum sentence length: 55
minimum sentence length: 1
length	frequency
conception	65
carried	65
corny	64
vague	64
hey	64
pulp	64
cry	64
slip	64
rohmer	64
independent	64
vitality	64
gut	64
fool	64
horse	64
bard	64
lofty	64
limit	64
track	64
propaganda	64
21st	64
island	64
biography	64
yesterday	64
ourselves	64
wholly	64
biggest	64
eastwood	64
charlie	64
dedication	64
speaks	64
hunter	64
obstacle	64
unpredictable	64
listless	64
vintage	64
lackluster	63
stone	63
mask	63
hollow	63
admission	63
chosen	63
installment	63
daughter	63
convenient	63
miserable	63
quentin	63
zhang	63
grew	63
pulling	63
40	63
harvard	63
toss	63
dig	63
grim	63
laughable	63
indulgent	63
scattered	63
alternative	63
named	63
bourne	63
heal	63
bullet	63
proud	63
careful	63
antwone	63
desperation	63
range	63
muddled	63
feat	63
unconvincing	63
hurt	62
undercut	62
positively	62
caper	62
fail	62
unabashedly	62
later	62
instantly	62
backdrop	62
breath	62
subculture	62
specific	62
sophomoric	62
etc	62
greater	62
clooney	62
photo	62
anime	62
regret	62
sweeping	62
willis	62
anthony	62
savvy	62
overwhelming	62
supernatural	62
riff	62
intermittently	62
submarine	62
lampoon	62
daily	62
inconsequential	62
pointed	62
coffee	62
nose	62
denying	62
hint	62
mindset	62
screening	62
vapid	62
precisely	62
hang	62
ironic	62
rose	62
hartley	62
traveler	62
timeless	62
earnestness	62
attractive	62
below	62
exposition	61
scope	61
glossy	61
tight	61
qualify	61
disjointed	61
continues	61
matthew	61
nomination	61
idiosyncratic	61
anger	61
veteran	61
fluff	61
hype	61
button	61
titular	61
higher	61
brilliance	61
incisive	61
international	61
murky	61
sudden	61
monsoon	61
martial	61
resolutely	61
patient	61
hoped	61
train	61
six	61
western	61
newcomer	61
heat	61
caine	61
review	61
strictly	61
court	61
susan	61
layer	61
jane	60
3000	60
sensational	60
pleasing	60
guess	60
session	60
cage	60
witless	60
function	60
smooth	60
japan	60
clue	60
raunchy	60
chop	60
peak	60
stylistic	60
evening	60
throwing	60
communal	60
aspiration	60
pitch	60
impeccable	60
page	60
u.s.	60
probe	60
romp	60
trace	60
richly	60
lopez	60
passionate	60
self-deprecating	60
shape	60
closing	60
ambiguous	60
executive	60
wound	60
wallace	60
cheat	60
departure	60
thrown	60
roman	60
unforced	60
mundane	60
cerebral	60
stupidity	60
angle	60
naturalistic	60
similarly	59
responsible	59
altogether	59
former	59
rooting	59
dimension	59
status	59
enemy	59
directs	59
jar	59
celebration	59
sobering	59
didactic	59
wrapped	59
sinister	59
celluloid	59
eric	59
setup	59
11	59
relative	59
celebrity	59
text	59
big-screen	59
demented	59
existed	59
icon	59
magical	59
separate	59
replete	59
demon	59
attal	59
stereotypical	58
absolute	58
poverty	58
losing	58
structured	58
gyllenhaal	58
depressed	58
recycled	58
traffic	58
rowdy	58
swim	58
hoping	58
reggio	58
lush	58
baffling	58
rule	58
spontaneity	58
uneasy	58
ego	58
crack	58
william	58
achieve	58
cynicism	58
rote	58
lends	58
aging	58
loyalty	58
chelsea	58
explores	58
clumsily	58
unoriginal	58
executed	58
capacity	58
anderson	58
emerge	58
suspend	58
unusually	58
taylor	58
artful	58
eloquent	58
wooden	57
deadpan	57
101	57
o	57
breakthrough	57
racial	57
uncertain	57
seemed	57
legendary	57
vividly	57
terror	57
satisfy	57
hastily	57
carpenter	57
gimmick	57
acceptable	57
ben	57
dickens	57
destruction	57
reflection	57
buried	57
failing	57
suspect	57
resembles	57
misery	57
downbeat	57
partner	57
portray	57
nevertheless	57
host	57
spike	57
phony	57
splendid	57
plympton	57
finger	57
aplomb	57
substitute	57
hokum	57
refusal	57
invention	57
frantic	57
observant	57
innovation	57
offend	57
cube	57
huppert	56
enormous	56
greene	56
rousing	56
celebrates	56
immediate	56
plan	56
educational	56
insulting	56
feather	56
lifestyle	56
pandering	56
insult	56
esther	56
blown	56
latter	56
cat	56
jolt	56
describe	56
moved	56
edited	56
trapped	56
lit	56
outing	56
authority	56
solution	56
wearing	56
notorious	56
empowerment	56
agent	56
latin	56
20th	56
weave	56
youth	56
run-of-the-mill	56
chicago	56
philosophy	56
self-satisfied	56
fellow	56
reputation	56
pathology	56
gave	56
advantage	56
strongly	56
insurance	56
pianist	56
arm	56
edgy	56
demonstrates	56
florid	56
heavily	56
pulse	55
easier	55
live-action	55
funeral	55
humorless	55
minimalist	55
rising	55
familial	55
lust	55
worry	55
charged	55
avary	55
fortune	55
postcard	55
collective	55
eddie	55
ponderous	55
mamet	55
melancholy	55
trashy	55
arc	55
harder	55
determination	55
maintain	55
pleasurable	55
resourceful	55
12	55
everyday	55
chabrol	55
recall	55
follows	55
decision	55
30	55
reminds	55
serve	55
deceptively	55
trust	55
fleeting	55
appalling	55
vietnam	55
boast	55
stroke	55
passing	55
reminder	55
relief	55
adventurous	55
seeming	55
beguiling	55
ethnic	55
tepid	55
broadway	55
purely	55
haneke	55
demonstrate	55
marvel	54
tune	54
alice	54
stealing	54
angry	54
significance	54
ad	54
luck	54
well-crafted	54
incident	54
cia	54
legal	54
mean-spirited	54
discussion	54
sordid	54
iran	54
translation	54
paranoia	54
ready	54
chord	54
evans	54
kicking	54
shameless	54
underdog	54
wreck	54
therapy	54
monotonous	54
chest	54
france	54
soulful	54
manufactured	54
seeking	54
nervous	54
ancient	54
gratuitous	54
chick	54
labored	54
foible	54
measured	54
brooding	54
tuxedo	54
maintains	54
philip	54
repetition	54
leap	54
letter	53
busy	53
enjoys	53
followed	53
obscure	53
irresistible	53
charmer	53
resonate	53
painting	53
chew	53
avoids	53
biopic	53
notting	53
rough	53
literate	53
oliver	53
tried	53
passed	53
grey	53
dreck	53
affleck	53
contest	53
meat	53
holly	53
pink	53
advance	53
hugely	53
splash	53
thomas	53
mediocrity	53
magnificent	53
slack	53
underlying	53
tony	53
joyous	53
ram	53
sardonic	53
cobbled	53
genius	53
highest	53
scratching	53
paradiso	53
license	53
handled	53
fast-paced	53
apply	53
literal	53
lightweight	53
accomplishment	52
silver	52
ups	52
basketball	52
locale	52
pulled	52
caring	52
legacy	52
paying	52
big-budget	52
lock	52
redundant	52
machismo	52
principal	52
ripe	52
farrelly	52
fragile	52
extra	52
whenever	52
caught	52
optimism	52
partly	52
singing	52
outer	52
shred	52
behold	52
allegory	52
survive	52
lingering	52
decided	52
wallet	52
mar	52
elusive	52
deliberate	52
wake	52
develops	52
diesel	52
enjoying	52
andor	52
concoction	52
cohesive	52
gravity	52
exceptional	52
comment	52
serviceable	52
hospital	52
ravishing	52
dinner	52
piano	52
ghetto	52
betrayal	52
shamelessly	52
toilet	52
flower	52
sparkling	52
longest	52
duma	52
anguish	52
cheek	52
audacious	52
feast	52
catholic	52
moody	52
tree	51
wholesome	51
truthful	51
co-writer	51
textbook	51
thumb	51
combined	51
politically	51
hewitt	51
art-house	51
exaggerated	51
diverse	51
roberto	51
clockstoppers	51
sun	51
schaeffer	51
egoyan	51
aggressively	51
teach	51
circle	51
lapse	51
shtick	51
alienation	51
snapshot	51
lunch	51
calm	51
crew	51
hoot	51
dot	51
claim	51
trope	51
redemption	51
by-the-numbers	51
brisk	51
giggle	51
profile	51
dad	51
puppet	51
swallow	51
nijinsky	51
evoke	51
demanding	51
clunky	51
haynes	51
51	51
includes	51
unsatisfying	51
distasteful	51
vaguely	51
vice	51
debate	51
coincidence	51
volume	51
wisdom	50
damaged	50
intent	50
dragonfly	50
potter	50
ai	50
wartime	50
seinfeld	50
self	50
eager	50
tossed	50
conflicted	50
aid	50
sting	50
photographed	50
mtv	50
upper	50
radical	50
station	50
poet	50
unconventional	50
milieu	50
spider-man	50
grating	50
stilted	50
resolution	50
reluctant	50
steve	50
town	50
shoddy	50
yard	50
pitfall	50
confusion	50
confident	50
snipe	50
suggest	50
environment	50
outcome	50
astonishingly	50
duty	50
sucker	50
curve	50
uncommonly	50
arrives	50
seller	50
dumbed-down	50
improvised	50
irwin	50
supply	50
brilliantly	50
lord	49
military	49
1970s	49
extent	49
spit	49
employ	49
one-liner	49
enlightening	49
accept	49
heady	49
closely	49
cannes	49
medical	49
occasional	49
prank	49
evident	49
gently	49
stumble	49
overblown	49
crystal	49
inexplicable	49
messy	49
circuit	49
useless	49
reminiscent	49
familiarity	49
allowed	49
durable	49
sara	49
morvern	49
conveying	49
disposable	49
drew	49
jell	49
shaggy	49
conduct	49
incessant	49
confront	49
arrive	49
venture	49
clown	49
jonah	49
alternate	49
freshness	49
experienced	49
charles	49
glorious	49
fault	49
prose	49
journalist	49
imaginable	49
craft	49
alabama	49
metaphorical	49
choke	49
surround	49
finely	49
football	49
unbelievable	49
sucking	49
blandness	49
misfire	49
charmless	49
radar	49
reminded	49
absurdist	49
basically	49
lighting	49
sandra	49
notch	49
shanghai	49
brian	49
sustains	49
artsy	49
empire	49
unlikable	49
squeeze	49
lucas	48
'n	48
unforgettable	48
wilco	48
callow	48
stranger	48
seriousness	48
surprised	48
span	48
fewer	48
generous	48
bump	48
convince	48
illusion	48
daniel	48
nobody	48
profundity	48
vanity	48
wollter	48
behan	48
african-american	48
ramsay	48
hundred	48
towards	48
decency	48
transformation	48
inviting	48
predictability	48
grind	48
eck	48
50	48
evelyn	48
dose	48
psychologically	48
sticky	48
climactic	48
drab	48
spice	48
flamboyant	48
titled	48
ballistic	48
malkovich	48
trilogy	48
hitchcock	48
replaced	48
bogus	48
decidedly	48
courtroom	48
relevant	48
tremendous	48
napoleon	48
appetite	48
loneliness	48
shining	48
attract	48
tool	48
informative	48
charge	48
amuse	48
breathtakingly	48
eerie	48
5	48
numerous	48
succeed	48
lengthy	48
evidence	48
deniro	48
sincerity	48
married	48
flourish	48
press	48
holm	47
morally	47
erotic	47
effortlessly	47
support	47
quarter	47
rival	47
am	47
pant	47
paper-thin	47
lunacy	47
chekhov	47
kapur	47
baby	47
er	47
archival	47
disappointingly	47
lucky	47
height	47
law	47
adequate	47
balanced	47
canon	47
jaglom	47
size	47
curiously	47
learned	47
rude	47
motivated	47
bride	47
defies	47
rug	47
carmen	47
tactic	47
freedom	47
tongue	47
sorry	47
climax	47
ya	47
co-star	47
lurid	47
milk	47
staying	47
maid	47
amiable	47
insanity	47
j.	47
girlfriend	47
computer-generated	47
taut	47
encouraging	47
statement	47
ruin	47
sexuality	47
grown-up	47
landmark	47
vietnamese	47
birot	47
incarnation	47
enthusiastic	47
boundary	47
practice	47
direct	47
laughed	47
jean	47
jennifer	47
combat	47
emphasizes	47
1	47
sundance	47
swing	47
recipe	47
chiller	47
tsai	47
bollywood	47
convinced	47
shrewd	47
activity	47
precision	47
cogent	47
local	47
repressed	47
insipid	47
weirdness	46
spinning	46
incompetent	46
topical	46
dealer	46
rolling	46
underbelly	46
snake	46
betty	46
dubbed	46
combine	46
ballot	46
haphazard	46
condescending	46
solaris	46
german	46
proportion	46
blame	46
speed	46
verbal	46
transcend	46
costner	46
juicy	46
banter	46
practically	46
volatile	46
neurotic	46
direct-to-video	46
vu	46
christopher	46
bob	46
african	46
wishing	46
mind-numbingly	46
mary	46
examine	46
talky	46
collision	46
hearst	46
limp	46
beloved	46
chief	46
coen	46
gear	46
prisoner	46
smartly	46
improve	46
infidelity	46
participant	46
essential	46
jaded	46
deja	45
collapse	45
patch	45
argue	45
jarring	45
awesome	45
innocuous	45
folly	45
salute	45
pedestrian	45
brooklyn	45
failed	45
childlike	45
hitting	45
primarily	45
defines	45
insanely	45
sits	45
drink	45
irresponsible	45
exception	45
shut	45
mechanic	45
hank	45
aimed	45
ed	45
3	45
develop	45
t	45
fence	45
exceptionally	45
contains	45
thematically	45
sneak	45
lip	45
canadian	45
psyche	45
distinguished	45
awe	45
immensely	45
amazingly	45
teeth	45
tends	45
suburban	45
rip	45
advice	45
response	45
supposedly	45
boxing	45
antidote	45
explanation	45
nicholson	45
exceedingly	45
dollar	45
bridge	45
fluid	45
aesthetic	45
scott	45
harrison	45
kline	45
brendan	45
heartache	45
dud	45
admittedly	45
firing	45
nick	45
jolie	45
fiennes	45
hidden	44
exploring	44
runner	44
commerce	44
remembering	44
rerun	44
eventual	44
rambling	44
address	44
detached	44
naked	44
spanish	44
veers	44
inconsistent	44
hilarity	44
joyful	44
rage	44
leigh	44
scottish	44
australia	44
carol	44
segment	44
web	44
construction	44
eyre	44
saved	44
gloss	44
calculated	44
infomercial	44
professionalism	44
expertly	44
countless	44
sixth	44
denial	44
neil	44
poke	44
torn	44
miramax	44
lose	44
hurley	44
museum	44
sever	44
managed	44
suffered	44
verge	44
capturing	44
kenneth	44
facile	44
tall	44
well-intentioned	44
disappointment	44
twin	44
remote	44
responsibility	44
gotten	44
lion	44
meal	44
putting	44
honor	44
lunatic	44
das	44
denis	44
classical	44
proper	44
mushy	44
inarticulate	44
flame	44
swept	44
rely	44
passage	44
gorgeously	44
lump	44
origin	44
require	44
believing	44
lighter	44
captured	44
shortcoming	44
redeeming	44
exhausting	44
block	44
argentine	44
soulless	44
relate	44
anybody	44
cheer	44
peace	44
include	44
freeman	44
smith	44
narrator	44
marching	43
tempting	43
canned	43
mothman	43
ignored	43
ideal	43
falling	43
insomnia	43
specifically	43
exit	43
spider	43
fundamental	43
sleeve	43
delicately	43
leon	43
bartleby	43
receive	43
error	43
kennedy	43
inclination	43
garbage	43
graceful	43
walked	43
flashback	43
sens	43
ball	43
satisfies	43
indictment	43
post	43
oedekerk	43
remotely	43
steady	43
severe	43
valuable	43
decide	43
uncanny	43
albeit	43
tick	43
opaque	43
instance	43
simone	43
definitive	43
education	43
rescue	43
cardboard	43
masterfully	43
nervy	43
initial	43
insider	43
policy	43
odyssey	43
byatt	43
description	43
shenanigan	43
anachronistic	43
exchange	43
tense	43
laugh-out-loud	43
artistry	43
sober	43
frankly	43
paxton	43
resembling	43
invest	43
tongue-in-cheek	43
soccer	43
threat	43
became	43
clashing	43
complaint	43
ignore	43
steeped	43
isolation	43
hall	43
loser	43
kinda	43
baggage	42
yiddish	42
naturalism	42
peril	42
remind	42
surfing	42
henry	42
sumptuous	42
walking	42
spotlight	42
breakdown	42
hardy	42
thrust	42
warfare	42
viewed	42
nuclear	42
labor	42
terrorism	42
hubert	42
sibling	42
affirming	42
elegantly	42
grave	42
beating	42
pratfall	42
fingered	42
serving	42
edition	42
reap	42
whiny	42
idiocy	42
jolly	42
top-notch	42
composition	42
hinge	42
evokes	42
youngster	42
slapdash	42
inner-city	42
throwaway	42
tank	42
disgusting	42
insultingly	42
california	42
assault	42
conspicuous	42
gel	42
tug	42
notable	42
squarely	42
mental	42
audacity	42
knock	42
invite	42
lend	42
inevitably	42
uncomfortably	42
3d	42
composed	42
fringe	42
frat	42
languorous	42
bracing	42
perfection	42
amid	42
hopeless	42
muster	42
na	42
baseball	42
movie-going	42
lighthearted	42
clone	42
hot-button	42
pilot	42
reduced	42
rowling	42
breaking	42
obligatory	42
scooby	42
crane	42
passable	42
endurance	42
trap	42
church	42
emperor	42
foul	41
achingly	41
fix	41
survival	41
celebrated	41
drunken	41
seldahl	41
walsh	41
panache	41
divide	41
fiercely	41
dress	41
atlantic	41
enjoyably	41
opinion	41
confidence	41
forest	41
jagger	41
stronger	41
binoche	41
adapted	41
undercover	41
versus	41
bang	41
self-important	41
rejected	41
witnessed	41
unable	41
ease	41
board	41
phenomenal	41
clinical	41
transition	41
pumpkin	41
subtext	41
yu	41
footnote	41
checklist	41
experimental	41
ought	41
ache	41
reef	41
orbit	41
tosca	41
michel	41
crudup	41
attack	41
photograph	41
gasp	41
swinging	41
reaching	41
grade	41
working-class	41
high-tech	41
rigid	41
stretched	41
clueless	41
facing	41
restrained	41
awkwardly	41
mull	41
harm	41
cup	41
joel	41
90-minute	41
tackle	41
nelson	41
nail	41
expressive	41
correctness	41
spread	41
unfulfilling	41
cooper	41
porn	41
judd	41
miyazaki	41
enigma	41
suffer	41
pot	41
rate	41
musty	41
shore	41
option	41
weighty	41
half-baked	41
clash	41
motif	41
cameo	41
universe	41
incredible	41
intentionally	41
fictional	40
unexpectedly	40
vain	40
breadth	40
chain	40
tendency	40
marquis	40
clause	40
subplots	40
neighborhood	40
science-fiction	40
burning	40
road-trip	40
swipe	40
river	40
feces	40
python	40
enigmatic	40
seductive	40
soar	40
anomie	40
warner	40
plod	40
happily	40
afloat	40
peek	40
loyal	40
bielinsky	40
firmly	40
freddy	40
louis	40
inspires	40
popularity	40
crackle	40
dramatics	40
murderous	40
farm	40
distant	40
revel	40
highway	40
overkill	40
surrender	40
hostage	40
sweetly	40
creepiness	40
circumstance	40
8	40
nonetheless	40
clunker	40
besson	40
selection	40
ralph	40
wallop	40
gloriously	40
starting	40
insecure	40
hypocrisy	40
disgust	40
overbearing	40
dullest	40
unfamiliar	40
action-packed	40
ana	40
sorority	40
yvan	40
shimmering	40
added	40
korea	40
joyless	40
shaped	40
youthful	40
helping	40
musician	40
ended	40
monstrous	40
screwball	39
spader	39
forward	39
so-so	39
inexplicably	39
blaxploitation	39
misogyny	39
introduction	39
focusing	39
genial	39
sent	39
stark	39
tonight	39
mechanical	39
scenic	39
manic	39
shadyac	39
deepest	39
tissue	39
goggles	39
orwell	39
schmaltzy	39
improved	39
helped	39
lil	39
properly	39
notwithstanding	39
